YEAR,CLUSTER,X,Y
2007,8,10.604816,5.6692386
2007,33,23.75492,-40.64588
2007,33,22.067146,-39.655197
2007,3,15.785927,-31.471941
2007,3,-4.36355,24.689238
2007,23,12.698182,12.104586
2007,23,12.700351,12.081298
2007,23,10.734157,13.620234
2007,12,93.20002,-4.763387
2007,0,69.04382,45.936108
2007,16,36.448116,-70.63171
2007,37,-56.94894,40.852764
2007,47,-43.992153,-54.08219
2007,48,-103.19855,2.261959
2007,10,-77.17314,17.232653
2007,1,-0.20504668,98.348236
2025,40,32.08051,0.81961805
2025,43,58.670647,25.23187
2025,15,1.2538266,17.585417
2025,1,-24.629234,78.91857
2006,74,91.97096,-34.906807
2006,22,46.16348,2.2969642
2006,44,34.56253,51.199726
2006,10,-65.007126,-17.199387
2006,15,-11.414578,-13.684426
2006,2,-24.776667,-89.43641
2022,55,33.79,-40.94293
2022,20,6.7446055,-44.220417
2022,12,68.89378,-27.283422
2022,10,-59.147976,-16.879654
2022,49,-26.082394,-65.8238
2024,1,-8.6088705,86.069336
2024,0,60.245777,73.65562
2024,12,93.17857,-16.09419
2024,24,20.531204,-87.71568
2023,56,16.695435,27.946022
2023,56,25.394213,32.275475
2023,5,25.352146,32.504517
2023,53,23.948435,29.422983
2023,0,43.107414,84.25064
2023,0,68.78347,45.712055
2023,4,-28.977978,75.891365
2012,0,45.680145,86.19589
2012,83,37.82528,-26.188791
2012,23,25.921581,13.255352
2012,23,17.641352,7.3190084
2012,61,19.60075,-39.044502
2012,33,24.95523,-41.981937
2012,12,82.7357,-13.184661
2012,15,-5.6389565,-8.840433
2012,1,-13.801627,71.62121
2012,10,-78.44441,16.460358
2012,48,-98.17999,2.1937487
2012,29,-70.31127,33.10416
2012,34,-61.333313,-55.141266
2011,33,41.706425,-43.25643
2011,0,76.3605,49.685993
2011,1,-17.550203,78.51208
2011,4,-25.521284,68.83073
2006,1,-3.4642653,79.452255
2006,0,53.367004,77.12263
2006,32,-0.05180733,31.658043
2006,3,-41.38972,57.646534
2006,32,-40.71735,60.126472
2024,0,36.18387,75.648674
2024,56,11.881913,38.702732
2024,4,-10.995803,62.97733
2024,56,14.121941,41.62224
2024,4,-25.085943,58.68372
2024,50,1.9373341,87.64671
2007,51,43.89042,16.653263
2019,72,-25.270983,5.145148
